image_name,label,color
image_2_1_12.png,2,1
image_9_2_16.png,9,2
image_4_0_17.png,4,0
image_4_1_18.png,4,1
image_6_0_17.png,6,0
image_4_1_19.png,4,1
image_9_1_17.png,9,1
image_7_0_17.png,7,0
image_0_2_19.png,0,2
image_9_1_18.png,9,1
image_2_1_13.png,2,1
image_9_0_19.png,9,0
image_5_1_9.png,5,1
image_1_2_23.png,1,2
image_5_2_10.png,5,2
image_9_1_20.png,9,1
image_1_2_24.png,1,2
image_2_2_14.png,2,2
image_3_1_18.png,3,1
image_2_1_15.png,2,1
image_3_2_19.png,3,2
image_5_0_11.png,5,0
image_9_2_21.png,9,2
image_1_1_25.png,1,1
image_7_2_18.png,7,2
image_6_2_18.png,6,2
image_2_0_16.png,2,0
image_8_2_13.png,8,2
image_2_0_17.png,2,0
image_2_1_18.png,2,1
image_5_0_12.png,5,0
image_0_1_20.png,0,1
image_7_1_19.png,7,1
image_4_0_20.png,4,0
image_9_1_22.png,9,1
image_7_2_20.png,7,2
image_8_0_14.png,8,0
image_3_0_20.png,3,0
image_2_0_19.png,2,0
image_1_1_26.png,1,1
image_1_0_27.png,1,0
image_8_0_15.png,8,0
image_3_0_21.png,3,0
image_6_0_19.png,6,0
image_1_1_28.png,1,1
image_0_1_21.png,0,1
image_3_0_22.png,3,0
image_1_2_29.png,1,2
image_0_0_22.png,0,0
image_0_2_23.png,0,2
image_1_2_30.png,1,2
image_7_0_21.png,7,0
image_2_2_20.png,2,2
image_7_0_22.png,7,0
image_3_1_23.png,3,1
image_0_0_24.png,0,0
image_4_1_21.png,4,1
image_6_0_20.png,6,0
image_5_2_13.png,5,2
image_2_0_21.png,2,0
image_6_2_21.png,6,2
image_4_1_22.png,4,1
image_7_2_23.png,7,2
image_1_2_31.png,1,2
image_8_0_16.png,8,0
image_9_0_23.png,9,0
image_9_2_24.png,9,2
image_3_0_24.png,3,0
image_0_2_25.png,0,2
image_7_0_24.png,7,0
image_1_0_32.png,1,0
image_0_2_26.png,0,2
image_2_2_22.png,2,2
image_0_2_27.png,0,2
image_3_2_25.png,3,2
image_5_0_14.png,5,0
image_4_0_23.png,4,0
image_6_1_22.png,6,1
image_5_2_15.png,5,2
image_8_1_17.png,8,1
image_6_2_23.png,6,2
image_3_2_26.png,3,2
image_7_0_25.png,7,0
image_5_2_16.png,5,2
image_8_0_18.png,8,0
image_0_2_28.png,0,2
image_9_1_25.png,9,1
image_1_0_33.png,1,0
image_0_0_29.png,0,0
image_3_1_27.png,3,1
image_1_2_34.png,1,2
image_2_2_23.png,2,2
image_2_1_24.png,2,1
image_3_2_28.png,3,2
image_3_0_29.png,3,0
image_6_2_24.png,6,2
image_4_1_24.png,4,1
image_7_0_26.png,7,0
image_5_1_17.png,5,1
image_0_2_30.png,0,2
image_6_2_25.png,6,2
image_2_1_25.png,2,1
image_7_0_27.png,7,0
image_9_0_26.png,9,0
image_8_1_19.png,8,1
image_5_1_18.png,5,1
image_9_0_27.png,9,0
image_2_1_26.png,2,1
image_1_0_35.png,1,0
image_1_2_36.png,1,2
image_4_0_25.png,4,0
image_4_2_26.png,4,2
image_5_2_19.png,5,2
image_6_0_26.png,6,0
image_4_0_27.png,4,0
image_1_2_37.png,1,2
image_2_1_27.png,2,1
image_5_1_20.png,5,1
image_3_0_30.png,3,0
image_9_0_28.png,9,0
image_3_2_31.png,3,2
image_9_2_29.png,9,2
image_0_2_31.png,0,2
image_5_0_21.png,5,0
image_9_2_30.png,9,2
image_6_0_27.png,6,0
image_5_1_22.png,5,1
image_7_2_28.png,7,2
image_4_1_28.png,4,1
image_1_1_38.png,1,1
image_3_1_32.png,3,1
image_4_2_29.png,4,2
image_0_1_32.png,0,1
image_4_0_30.png,4,0
image_8_0_20.png,8,0
image_0_1_33.png,0,1
image_4_1_31.png,4,1
image_3_2_33.png,3,2
image_6_0_28.png,6,0
image_8_0_21.png,8,0
image_7_2_29.png,7,2
image_6_0_29.png,6,0
image_0_2_34.png,0,2
image_9_1_31.png,9,1
image_7_0_30.png,7,0
image_5_1_23.png,5,1
image_7_0_31.png,7,0
image_2_2_28.png,2,2
image_1_0_39.png,1,0
image_1_2_40.png,1,2
image_6_0_30.png,6,0
image_8_1_22.png,8,1
image_9_1_32.png,9,1
image_4_2_32.png,4,2
image_1_1_41.png,1,1
image_5_0_24.png,5,0
image_2_2_29.png,2,2
image_2_0_30.png,2,0
image_9_1_33.png,9,1
image_0_1_35.png,0,1
image_3_0_34.png,3,0
image_9_0_34.png,9,0
image_6_2_31.png,6,2
image_7_0_32.png,7,0
image_2_0_31.png,2,0
image_0_0_36.png,0,0
image_3_1_35.png,3,1
image_5_1_25.png,5,1
image_4_1_33.png,4,1
image_3_0_36.png,3,0
image_6_0_32.png,6,0
image_5_1_26.png,5,1
image_8_0_23.png,8,0
image_9_0_35.png,9,0
image_5_2_27.png,5,2
image_4_1_34.png,4,1
image_7_0_33.png,7,0
image_4_2_35.png,4,2
image_2_0_32.png,2,0
image_7_0_34.png,7,0
image_3_2_37.png,3,2
image_4_0_36.png,4,0
image_8_2_24.png,8,2
image_9_1_36.png,9,1
image_1_2_42.png,1,2
image_9_2_37.png,9,2
image_2_0_33.png,2,0
image_8_2_25.png,8,2
image_7_2_35.png,7,2
image_9_2_38.png,9,2
image_1_2_43.png,1,2
image_8_1_26.png,8,1
image_7_0_36.png,7,0
image_4_1_37.png,4,1
image_1_0_44.png,1,0
image_3_2_38.png,3,2
image_1_2_45.png,1,2
image_1_0_46.png,1,0
image_0_2_37.png,0,2
image_2_2_34.png,2,2
image_3_1_39.png,3,1
image_9_0_39.png,9,0
image_4_2_38.png,4,2
image_9_2_40.png,9,2
image_2_1_35.png,2,1
image_1_0_47.png,1,0
image_6_2_33.png,6,2
image_8_0_27.png,8,0
image_4_0_39.png,4,0
image_7_0_37.png,7,0
image_7_1_38.png,7,1
image_4_0_40.png,4,0
image_4_0_41.png,4,0
image_9_1_41.png,9,1
image_2_0_36.png,2,0
image_5_2_28.png,5,2
image_7_0_39.png,7,0
image_2_2_37.png,2,2
image_4_0_42.png,4,0
image_4_2_43.png,4,2
image_2_2_38.png,2,2
image_1_1_48.png,1,1
image_9_1_42.png,9,1
image_7_2_40.png,7,2
image_2_1_39.png,2,1
image_8_0_28.png,8,0
image_7_2_41.png,7,2
image_6_2_34.png,6,2
image_9_2_43.png,9,2
image_2_0_40.png,2,0
image_2_1_41.png,2,1
image_3_2_40.png,3,2
image_8_1_29.png,8,1
image_1_2_49.png,1,2
image_6_2_35.png,6,2
image_5_2_29.png,5,2
image_1_2_50.png,1,2
image_1_2_51.png,1,2
image_0_2_38.png,0,2
image_2_1_42.png,2,1
image_6_2_36.png,6,2
image_4_0_44.png,4,0
image_5_0_30.png,5,0
image_8_2_30.png,8,2
image_3_0_41.png,3,0
image_1_0_52.png,1,0
image_5_2_31.png,5,2
image_1_2_53.png,1,2
image_9_0_44.png,9,0
image_2_0_43.png,2,0
image_7_0_42.png,7,0
image_4_0_45.png,4,0
image_4_2_46.png,4,2
image_4_1_47.png,4,1
image_8_1_31.png,8,1
image_1_1_54.png,1,1
image_5_1_32.png,5,1
image_8_1_32.png,8,1
image_9_1_45.png,9,1
image_5_0_33.png,5,0
image_6_0_37.png,6,0
image_7_1_43.png,7,1
image_9_0_46.png,9,0
image_9_0_47.png,9,0
image_3_0_42.png,3,0
image_7_0_44.png,7,0
image_0_1_39.png,0,1
image_9_1_48.png,9,1
image_0_2_40.png,0,2
image_6_2_38.png,6,2
image_6_2_39.png,6,2
image_2_0_44.png,2,0
image_3_0_43.png,3,0
image_9_1_49.png,9,1
image_0_0_41.png,0,0
image_7_1_45.png,7,1
image_5_2_34.png,5,2
image_4_2_48.png,4,2
image_8_0_33.png,8,0
image_0_1_42.png,0,1
image_9_1_50.png,9,1
image_4_1_49.png,4,1
image_1_2_55.png,1,2
image_2_2_45.png,2,2
image_8_0_34.png,8,0
image_7_0_46.png,7,0
image_1_1_56.png,1,1
image_2_2_46.png,2,2
image_6_0_40.png,6,0
image_1_2_57.png,1,2
image_0_2_43.png,0,2
image_3_2_44.png,3,2
image_0_0_44.png,0,0
image_1_0_58.png,1,0
image_1_0_59.png,1,0
image_8_0_35.png,8,0
image_2_2_47.png,2,2
image_0_2_45.png,0,2
image_3_0_45.png,3,0
image_9_0_51.png,9,0
image_4_1_50.png,4,1
image_0_1_46.png,0,1
image_5_2_35.png,5,2
image_0_2_47.png,0,2
image_6_0_41.png,6,0
image_1_0_60.png,1,0
image_7_0_47.png,7,0
image_7_2_48.png,7,2
image_8_0_36.png,8,0
image_1_1_61.png,1,1
image_9_0_52.png,9,0
image_2_2_48.png,2,2
image_0_2_48.png,0,2
image_5_2_36.png,5,2
image_1_2_62.png,1,2
image_2_1_49.png,2,1
image_2_0_50.png,2,0
image_7_2_49.png,7,2
image_3_0_46.png,3,0
image_5_0_37.png,5,0
image_4_1_51.png,4,1
image_9_2_53.png,9,2
image_7_2_50.png,7,2
image_1_0_63.png,1,0
image_8_0_37.png,8,0
image_3_1_47.png,3,1
image_9_0_54.png,9,0
image_6_0_42.png,6,0
image_0_1_49.png,0,1
image_3_0_48.png,3,0
image_1_2_64.png,1,2
image_1_2_65.png,1,2
image_2_2_51.png,2,2
image_6_0_43.png,6,0
image_3_1_49.png,3,1
image_5_1_38.png,5,1
image_7_0_51.png,7,0
image_6_2_44.png,6,2
image_8_1_38.png,8,1
image_3_2_50.png,3,2
image_9_2_55.png,9,2
image_5_2_39.png,5,2
image_8_2_39.png,8,2
image_5_2_40.png,5,2
image_7_0_52.png,7,0
image_6_0_45.png,6,0
image_1_1_66.png,1,1
image_1_0_67.png,1,0
image_3_2_51.png,3,2
image_1_1_68.png,1,1
image_7_1_53.png,7,1
image_5_1_41.png,5,1
image_5_0_42.png,5,0
image_5_0_43.png,5,0
image_2_2_52.png,2,2
image_5_0_44.png,5,0
image_8_1_40.png,8,1
image_7_0_54.png,7,0
image_0_1_50.png,0,1
image_9_2_56.png,9,2
image_7_0_55.png,7,0
image_7_1_56.png,7,1
image_5_2_45.png,5,2
image_0_1_51.png,0,1
image_9_0_57.png,9,0
image_0_1_52.png,0,1
image_0_2_53.png,0,2
image_8_0_41.png,8,0
image_9_1_58.png,9,1
image_2_1_53.png,2,1
image_4_2_52.png,4,2
image_8_2_42.png,8,2
image_1_0_69.png,1,0
image_6_0_46.png,6,0
image_1_2_70.png,1,2
image_6_2_47.png,6,2
image_5_2_46.png,5,2
image_1_2_71.png,1,2
image_8_0_43.png,8,0
image_3_2_52.png,3,2
image_4_0_53.png,4,0
image_0_0_54.png,0,0
image_5_2_47.png,5,2
image_5_0_48.png,5,0
image_8_0_44.png,8,0
image_3_1_53.png,3,1
image_6_0_48.png,6,0
image_2_1_54.png,2,1
image_3_0_54.png,3,0
image_9_1_59.png,9,1
image_2_1_55.png,2,1
image_1_2_72.png,1,2
image_1_0_73.png,1,0
image_5_2_49.png,5,2
image_2_0_56.png,2,0
image_1_2_74.png,1,2
image_3_2_55.png,3,2
image_2_1_57.png,2,1
image_8_0_45.png,8,0
image_7_1_57.png,7,1
image_3_0_56.png,3,0
image_7_0_58.png,7,0
image_2_1_58.png,2,1
image_4_0_54.png,4,0
image_6_0_49.png,6,0
image_9_1_60.png,9,1
image_7_0_59.png,7,0
image_2_0_59.png,2,0
image_4_0_55.png,4,0
image_2_2_60.png,2,2
image_8_0_46.png,8,0
image_1_0_75.png,1,0
image_1_2_76.png,1,2
image_3_2_57.png,3,2
image_8_0_47.png,8,0
image_4_0_56.png,4,0
image_0_2_55.png,0,2
image_6_2_50.png,6,2
image_5_1_50.png,5,1
image_9_2_61.png,9,2
image_3_0_58.png,3,0
image_0_1_56.png,0,1
image_9_2_62.png,9,2
image_2_2_61.png,2,2
image_4_2_57.png,4,2
image_7_2_60.png,7,2
image_1_2_77.png,1,2
image_2_0_62.png,2,0
image_9_1_63.png,9,1
image_4_2_58.png,4,2
image_2_0_63.png,2,0
image_6_0_51.png,6,0
image_1_2_78.png,1,2
image_8_0_48.png,8,0
image_9_0_64.png,9,0
image_0_2_57.png,0,2
image_6_0_52.png,6,0
image_6_2_53.png,6,2
image_7_2_61.png,7,2
image_9_0_65.png,9,0
image_9_2_66.png,9,2
image_8_1_49.png,8,1
image_0_0_58.png,0,0
image_1_1_79.png,1,1
image_4_1_59.png,4,1
image_4_0_60.png,4,0
image_6_2_54.png,6,2
image_7_0_62.png,7,0
image_1_0_80.png,1,0
image_5_2_51.png,5,2
image_7_2_63.png,7,2
image_0_0_59.png,0,0
image_3_2_59.png,3,2
image_5_0_52.png,5,0
image_8_1_50.png,8,1
image_4_2_61.png,4,2
image_7_0_64.png,7,0
image_1_1_81.png,1,1
image_2_0_64.png,2,0
image_5_2_53.png,5,2
image_9_1_67.png,9,1
image_5_1_54.png,5,1
image_6_0_55.png,6,0
image_7_0_65.png,7,0
image_5_2_55.png,5,2
image_9_2_68.png,9,2
image_8_0_51.png,8,0
image_8_1_52.png,8,1
image_3_2_60.png,3,2
image_6_0_56.png,6,0
image_9_2_69.png,9,2
image_7_2_66.png,7,2
image_0_2_60.png,0,2
image_7_2_67.png,7,2
image_5_0_56.png,5,0
image_7_2_68.png,7,2
image_1_2_82.png,1,2
image_1_0_83.png,1,0
image_0_2_61.png,0,2
image_7_0_69.png,7,0
image_9_1_70.png,9,1
image_2_2_65.png,2,2
image_3_2_61.png,3,2
image_7_2_70.png,7,2
image_3_0_62.png,3,0
image_2_2_66.png,2,2
image_4_0_62.png,4,0
image_1_2_84.png,1,2
image_6_2_57.png,6,2
image_2_0_67.png,2,0
image_7_0_71.png,7,0
image_5_2_57.png,5,2
image_5_2_58.png,5,2
image_7_0_72.png,7,0
image_4_1_63.png,4,1
image_0_0_62.png,0,0
image_2_0_68.png,2,0
image_6_2_58.png,6,2
image_3_0_63.png,3,0
image_6_0_59.png,6,0
image_4_2_64.png,4,2
image_0_0_63.png,0,0
image_4_2_65.png,4,2
image_2_2_69.png,2,2
image_6_1_60.png,6,1
image_0_1_64.png,0,1
image_0_2_65.png,0,2
image_0_2_66.png,0,2
image_0_1_67.png,0,1
image_3_0_64.png,3,0
image_1_2_85.png,1,2
image_6_2_61.png,6,2
image_2_0_70.png,2,0
image_2_1_71.png,2,1
image_3_0_65.png,3,0
image_1_2_86.png,1,2
image_4_0_66.png,4,0
image_1_1_87.png,1,1
image_5_1_59.png,5,1
image_4_0_67.png,4,0
image_6_0_62.png,6,0
image_4_0_68.png,4,0
image_7_2_73.png,7,2
image_2_2_72.png,2,2
image_8_0_53.png,8,0
image_7_0_74.png,7,0
image_9_2_71.png,9,2
image_2_0_73.png,2,0
image_0_2_68.png,0,2
image_5_2_60.png,5,2
image_1_2_88.png,1,2
image_4_1_69.png,4,1
image_2_0_74.png,2,0
image_8_0_54.png,8,0
image_3_0_66.png,3,0
image_2_2_75.png,2,2
image_4_1_70.png,4,1
image_1_0_89.png,1,0
image_5_2_61.png,5,2
image_4_2_71.png,4,2
image_6_0_63.png,6,0
image_0_2_69.png,0,2
image_7_2_75.png,7,2
image_9_0_72.png,9,0
image_8_0_55.png,8,0
image_4_2_72.png,4,2
image_9_1_73.png,9,1
image_8_2_56.png,8,2
image_0_2_70.png,0,2
image_1_2_90.png,1,2
image_1_1_91.png,1,1
image_0_2_71.png,0,2
image_2_0_76.png,2,0
image_2_2_77.png,2,2
image_3_2_67.png,3,2
image_2_0_78.png,2,0
image_4_0_73.png,4,0
image_4_1_74.png,4,1
image_5_2_62.png,5,2
image_8_0_57.png,8,0
image_6_0_64.png,6,0
image_5_2_63.png,5,2
image_7_2_76.png,7,2
image_7_0_77.png,7,0
image_8_0_58.png,8,0
image_8_0_59.png,8,0
image_9_1_74.png,9,1
image_7_2_78.png,7,2
image_4_2_75.png,4,2
image_7_2_79.png,7,2
image_3_0_68.png,3,0
image_2_1_79.png,2,1
image_0_2_72.png,0,2
image_8_0_60.png,8,0
image_6_2_65.png,6,2
image_8_0_61.png,8,0
image_6_0_66.png,6,0
image_1_0_92.png,1,0
image_6_2_67.png,6,2
image_8_2_62.png,8,2
image_9_0_75.png,9,0
image_4_0_76.png,4,0
image_0_1_73.png,0,1
image_9_0_76.png,9,0
image_0_2_74.png,0,2
image_4_0_77.png,4,0
image_1_2_93.png,1,2
image_5_2_64.png,5,2
image_4_2_78.png,4,2
image_7_1_80.png,7,1
image_5_1_65.png,5,1
image_3_2_69.png,3,2
image_7_0_81.png,7,0
image_4_2_79.png,4,2
image_9_0_77.png,9,0
image_8_1_63.png,8,1
image_5_2_66.png,5,2
image_8_2_64.png,8,2
image_6_2_68.png,6,2
image_3_0_70.png,3,0
image_8_2_65.png,8,2
image_6_0_69.png,6,0
image_9_0_78.png,9,0
image_9_0_79.png,9,0
image_1_2_94.png,1,2
image_8_2_66.png,8,2
image_3_0_71.png,3,0
image_5_1_67.png,5,1
image_8_0_67.png,8,0
image_6_0_70.png,6,0
image_5_1_68.png,5,1
image_9_0_80.png,9,0
image_7_0_82.png,7,0
image_2_2_80.png,2,2
image_5_1_69.png,5,1
image_0_2_75.png,0,2
image_8_2_68.png,8,2
image_5_2_70.png,5,2
image_1_1_95.png,1,1
image_1_2_96.png,1,2
image_0_2_76.png,0,2
image_9_1_81.png,9,1
image_1_1_97.png,1,1
image_8_1_69.png,8,1
image_6_0_71.png,6,0
image_7_0_83.png,7,0
image_0_2_77.png,0,2
image_9_0_82.png,9,0
image_3_0_72.png,3,0
image_0_2_78.png,0,2
image_8_2_70.png,8,2
image_8_0_71.png,8,0
image_9_0_83.png,9,0
image_6_2_72.png,6,2
image_7_1_84.png,7,1
image_8_0_72.png,8,0
image_4_1_80.png,4,1
image_7_0_85.png,7,0
image_5_0_71.png,5,0
image_9_0_84.png,9,0
image_2_0_81.png,2,0
image_6_0_73.png,6,0
image_7_0_86.png,7,0
image_4_0_81.png,4,0
image_5_2_72.png,5,2
image_9_2_85.png,9,2
image_2_2_82.png,2,2
image_3_0_73.png,3,0
image_1_0_98.png,1,0
image_6_1_74.png,6,1
image_3_0_74.png,3,0
image_9_1_86.png,9,1
image_2_1_83.png,2,1
image_2_2_84.png,2,2
image_5_2_73.png,5,2
image_6_0_75.png,6,0
image_8_0_73.png,8,0
image_0_0_79.png,0,0
image_7_0_87.png,7,0
image_7_0_88.png,7,0
image_1_0_99.png,1,0
image_9_0_87.png,9,0
image_8_0_74.png,8,0
image_7_0_89.png,7,0
image_0_1_80.png,0,1
image_9_2_88.png,9,2
image_9_0_89.png,9,0
image_4_0_82.png,4,0
image_6_1_76.png,6,1
image_2_2_85.png,2,2
image_8_2_75.png,8,2
image_5_2_74.png,5,2
image_1_2_100.png,1,2
image_4_2_83.png,4,2
image_1_1_101.png,1,1
image_5_2_75.png,5,2
image_5_2_76.png,5,2
image_1_2_102.png,1,2
image_7_1_90.png,7,1
image_3_0_75.png,3,0
image_6_1_77.png,6,1
image_4_0_84.png,4,0
image_3_0_76.png,3,0
image_2_2_86.png,2,2
image_5_2_77.png,5,2
image_6_2_78.png,6,2
image_4_0_85.png,4,0
image_4_0_86.png,4,0
image_0_1_81.png,0,1
image_4_2_87.png,4,2
image_4_1_88.png,4,1
image_6_2_79.png,6,2
image_7_2_91.png,7,2
image_2_2_87.png,2,2
image_4_0_89.png,4,0
image_3_0_77.png,3,0
image_3_0_78.png,3,0
image_8_0_76.png,8,0
image_0_2_82.png,0,2
image_0_2_83.png,0,2
image_3_2_79.png,3,2
image_2_1_88.png,2,1
image_2_2_89.png,2,2
image_9_1_90.png,9,1
image_8_0_77.png,8,0
image_2_1_90.png,2,1
image_3_2_80.png,3,2
image_7_1_92.png,7,1
image_0_2_84.png,0,2
image_1_1_103.png,1,1
image_1_2_104.png,1,2
image_0_0_85.png,0,0
image_2_2_91.png,2,2
image_3_2_81.png,3,2
image_3_0_82.png,3,0
image_8_0_78.png,8,0
image_4_0_90.png,4,0
image_3_0_83.png,3,0
image_5_2_78.png,5,2
image_7_0_93.png,7,0
image_6_0_80.png,6,0
image_4_0_91.png,4,0
image_7_0_94.png,7,0
image_7_0_95.png,7,0
image_8_0_79.png,8,0
image_5_2_79.png,5,2
image_9_0_91.png,9,0
image_7_1_96.png,7,1
image_0_2_86.png,0,2
image_3_2_84.png,3,2
image_1_2_105.png,1,2
image_6_0_81.png,6,0
image_2_0_92.png,2,0
image_4_1_92.png,4,1
image_3_0_85.png,3,0
image_4_1_93.png,4,1
image_4_1_94.png,4,1
image_7_0_97.png,7,0
image_5_2_80.png,5,2
image_9_0_92.png,9,0
image_6_0_82.png,6,0
image_9_1_93.png,9,1
image_0_2_87.png,0,2
image_7_2_98.png,7,2
image_1_2_106.png,1,2
image_4_1_95.png,4,1
image_2_1_93.png,2,1
image_7_2_99.png,7,2
image_3_1_86.png,3,1
image_6_0_83.png,6,0
image_7_1_100.png,7,1
image_5_2_81.png,5,2
image_8_1_80.png,8,1
image_4_2_96.png,4,2
image_5_2_82.png,5,2
image_5_1_83.png,5,1
image_2_0_94.png,2,0
image_7_0_101.png,7,0
image_1_2_107.png,1,2
image_1_2_108.png,1,2
image_5_2_84.png,5,2
image_6_2_84.png,6,2
image_8_0_81.png,8,0
image_5_0_85.png,5,0
image_8_1_82.png,8,1
image_4_0_97.png,4,0
image_0_2_88.png,0,2
image_7_2_102.png,7,2
image_9_1_94.png,9,1
image_9_1_95.png,9,1
image_2_1_95.png,2,1
image_9_1_96.png,9,1
image_7_1_103.png,7,1
image_7_2_104.png,7,2
image_8_0_83.png,8,0
image_7_1_105.png,7,1
image_4_1_98.png,4,1
image_2_1_96.png,2,1
image_6_2_85.png,6,2
image_9_2_97.png,9,2
image_1_2_109.png,1,2
image_7_0_106.png,7,0
image_0_2_89.png,0,2
image_6_2_86.png,6,2
image_4_1_99.png,4,1
image_2_1_97.png,2,1
image_5_2_86.png,5,2
image_7_0_107.png,7,0
image_0_2_90.png,0,2
image_7_0_108.png,7,0
image_1_2_110.png,1,2
image_0_2_91.png,0,2
image_3_2_87.png,3,2
image_7_1_109.png,7,1
image_6_0_87.png,6,0
image_5_1_87.png,5,1
image_0_2_92.png,0,2
image_6_2_88.png,6,2
image_1_1_111.png,1,1
image_5_2_88.png,5,2
image_1_0_112.png,1,0
image_7_0_110.png,7,0
image_8_0_84.png,8,0
image_5_2_89.png,5,2
image_0_2_93.png,0,2
image_3_2_88.png,3,2
image_4_1_100.png,4,1
image_7_0_111.png,7,0
image_7_2_112.png,7,2
image_5_1_90.png,5,1
image_7_0_113.png,7,0
image_8_0_85.png,8,0
image_6_2_89.png,6,2
image_9_0_98.png,9,0
image_3_2_89.png,3,2
image_8_2_86.png,8,2
image_6_0_90.png,6,0
image_1_2_113.png,1,2
image_0_2_94.png,0,2
image_9_2_99.png,9,2
image_7_1_114.png,7,1
image_1_0_114.png,1,0
image_3_0_90.png,3,0
image_0_2_95.png,0,2
image_5_1_91.png,5,1
image_6_1_91.png,6,1
image_4_0_101.png,4,0
image_4_0_102.png,4,0
image_2_2_98.png,2,2
image_4_0_103.png,4,0
image_4_2_104.png,4,2
image_3_2_91.png,3,2
image_1_2_115.png,1,2
image_7_2_115.png,7,2
image_7_1_116.png,7,1
image_6_0_92.png,6,0
image_0_1_96.png,0,1
